,Airline,Source City,Destination City,Stops,Price,Duration_in_Minutes,Next_day_Arrival,Departure_Part_of_the_day,Arrival_Part_of_the_day,Day,Days_priors_booking
1607,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,Yes,Night,Late Night,Saturday,0
1608,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Eve,Night,Saturday,0
1609,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Eve,Night,Saturday,0
1610,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,Yes,Night,Late Night,Saturday,0
1611,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Saturday,0
1612,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Saturday,0
1613,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Saturday,0
1614,Vistara,New Delhi,Mumbai,Non Stop,6060.0,130.0,No,Eve,Night,Saturday,0
1615,Air India,New Delhi,Mumbai,1 Stop,7468.0,820.0,Yes,Eve,Morning,Saturday,0
1616,Vistara,New Delhi,Mumbai,1 Stop,9945.0,845.0,Yes,Eve,Morning,Saturday,0
1617,Vistara,New Delhi,Mumbai,1 Stop,9945.0,1105.0,Yes,Eve,Noon,Saturday,0
1618,Vistara,New Delhi,Mumbai,1 Stop,9945.0,1585.0,Yes,Eve,Night,Saturday,0
1619,Vistara,New Delhi,Mumbai,1 Stop,12150.0,705.0,Yes,Eve,Early Morning,Saturday,0
1620,Vistara,New Delhi,Mumbai,1 Stop,12150.0,755.0,Yes,Eve,Early Morning,Saturday,0
1621,Air India,New Delhi,Mumbai,1 Stop,12990.0,685.0,Yes,Eve,Early Morning,Saturday,0
1622,Air India,New Delhi,Mumbai,1 Stop,12990.0,1225.0,Yes,Eve,Eve,Saturday,0
1623,Vistara,New Delhi,Mumbai,1 Stop,13043.0,1510.0,Yes,Eve,Night,Saturday,0
1624,Vistara,New Delhi,Mumbai,1 Stop,13043.0,1560.0,Yes,Eve,Night,Saturday,0
1625,Vistara,New Delhi,Mumbai,1 Stop,15353.0,1415.0,Yes,Eve,Eve,Saturday,0
1626,Vistara,New Delhi,Mumbai,1 Stop,15353.0,1465.0,Yes,Eve,Eve,Saturday,0
1627,Vistara,New Delhi,Mumbai,1 Stop,16298.0,885.0,Yes,Eve,Morning,Saturday,0
1628,Vistara,New Delhi,Mumbai,1 Stop,16298.0,935.0,Yes,Eve,Morning,Saturday,0
1629,Vistara,New Delhi,Mumbai,1 Stop,24435.0,1430.0,Yes,Eve,Eve,Saturday,0
1630,Vistara,New Delhi,Mumbai,1 Stop,25695.0,960.0,Yes,Eve,Morning,Saturday,0
1631,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,355.0,No,Noon,Night,Sunday,1
1632,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,360.0,No,Early Morning,Morning,Sunday,1
1633,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Morning,Noon,Sunday,1
1634,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,705.0,Yes,Eve,Early Morning,Sunday,1
1635,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,845.0,Yes,Noon,Early Morning,Sunday,1
1636,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,850.0,No,Early Morning,Night,Sunday,1
1637,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Morning,Morning,Sunday,1
1638,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Noon,Noon,Sunday,1
1639,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Eve,Sunday,1
1640,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Night,Sunday,1
1641,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,Yes,Night,Late Night,Sunday,1
1642,Go First,New Delhi,Mumbai,1 Stop,5954.0,405.0,No,Morning,Eve,Sunday,1
1643,Vistara,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Early Morning,Early Morning,Sunday,1
1644,Air India,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Early Morning,Morning,Sunday,1
1645,Vistara,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Morning,Sunday,1
1646,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Eve,Night,Sunday,1
1647,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Sunday,1
1648,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Sunday,1
1649,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Eve,Night,Sunday,1
1650,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,Yes,Night,Late Night,Sunday,1
1651,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Sunday,1
1652,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Sunday,1
1653,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Sunday,1
1654,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Sunday,1
1655,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Sunday,1
1656,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Night,Night,Sunday,1
1657,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Sunday,1
1658,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Sunday,1
1659,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,215.0,No,Early Morning,Morning,Sunday,1
1660,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,985.0,Yes,Eve,Morning,Sunday,1
1661,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,1200.0,Yes,Noon,Morning,Sunday,1
1662,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,1240.0,Yes,Noon,Morning,Sunday,1
1663,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,1360.0,Yes,Morning,Morning,Sunday,1
1664,Air Asia,New Delhi,Mumbai,Non Stop,5956.0,140.0,No,Eve,Night,Sunday,1
1665,SpiceJet,New Delhi,Mumbai,Non Stop,6060.0,120.0,No,Eve,Eve,Sunday,1
1666,Vistara,New Delhi,Mumbai,Non Stop,6060.0,135.0,No,Morning,Morning,Sunday,1
1667,Vistara,New Delhi,Mumbai,Non Stop,6060.0,140.0,No,Eve,Night,Sunday,1
1668,Vistara,New Delhi,Mumbai,Non Stop,6375.0,130.0,No,Eve,Night,Sunday,1
1669,IndiGo,New Delhi,Mumbai,Non Stop,6585.0,125.0,No,Noon,Noon,Sunday,1
1670,IndiGo,New Delhi,Mumbai,Non Stop,6585.0,145.0,No,Eve,Eve,Sunday,1
1671,Vistara,New Delhi,Mumbai,Non Stop,7005.0,140.0,No,Eve,Eve,Sunday,1
1672,IndiGo,New Delhi,Mumbai,1 Stop,7163.0,635.0,No,Early Morning,Eve,Sunday,1
1673,Air India,New Delhi,Mumbai,1 Stop,7468.0,820.0,Yes,Eve,Morning,Sunday,1
1674,IndiGo,New Delhi,Mumbai,Non Stop,7530.0,120.0,No,Eve,Night,Sunday,1
1675,Vistara,New Delhi,Mumbai,Non Stop,7530.0,125.0,No,Noon,Eve,Sunday,1
1676,Air India,New Delhi,Mumbai,1 Stop,7635.0,225.0,No,Eve,Night,Sunday,1
1677,Go First,New Delhi,Mumbai,Non Stop,7740.0,125.0,No,Noon,Eve,Sunday,1
1678,Air India,New Delhi,Mumbai,1 Stop,7783.0,885.0,No,Early Morning,Night,Sunday,1
1679,Air India,New Delhi,Mumbai,1 Stop,7783.0,1500.0,Yes,Early Morning,Morning,Sunday,1
1680,IndiGo,New Delhi,Mumbai,1 Stop,7845.0,435.0,No,Morning,Eve,Sunday,1
1681,Air Asia,New Delhi,Mumbai,1 Stop,7926.0,455.0,No,Morning,Eve,Sunday,1
1682,Air Asia,New Delhi,Mumbai,1 Stop,7926.0,500.0,No,Morning,Eve,Sunday,1
1683,Air Asia,New Delhi,Mumbai,1 Stop,7926.0,515.0,No,Early Morning,Noon,Sunday,1
1684,Air Asia,New Delhi,Mumbai,1 Stop,7926.0,895.0,No,Early Morning,Eve,Sunday,1
1685,IndiGo,New Delhi,Mumbai,Non Stop,8055.0,135.0,No,Morning,Morning,Sunday,1
1686,Air India,New Delhi,Mumbai,1 Stop,8160.0,270.0,No,Noon,Eve,Sunday,1
1687,IndiGo,New Delhi,Mumbai,1 Stop,8475.0,550.0,No,Early Morning,Noon,Sunday,1
1688,Vistara,New Delhi,Mumbai,1 Stop,8790.0,1600.0,Yes,Noon,Noon,Sunday,1
1689,Go First,New Delhi,Mumbai,1 Stop,8869.0,295.0,No,Noon,Night,Sunday,1
1690,IndiGo,New Delhi,Mumbai,Non Stop,8895.0,125.0,No,Morning,Noon,Sunday,1
1691,IndiGo,New Delhi,Mumbai,1 Stop,8948.0,255.0,No,Eve,Night,Sunday,1
1692,Air India,New Delhi,Mumbai,1 Stop,9000.0,1025.0,No,Early Morning,Night,Sunday,1
1693,Air India,New Delhi,Mumbai,1 Stop,9000.0,1430.0,Yes,Eve,Eve,Sunday,1
1694,IndiGo,New Delhi,Mumbai,1 Stop,9053.0,300.0,No,Early Morning,Noon,Sunday,1
1695,SpiceJet,New Delhi,Mumbai,1 Stop,9242.0,605.0,No,Early Morning,Noon,Sunday,1
1696,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Morning,Noon,Monday,2
1697,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,455.0,No,Morning,Eve,Monday,2
1698,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,500.0,No,Morning,Eve,Monday,2
1699,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,515.0,No,Early Morning,Noon,Monday,2
1700,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,845.0,Yes,Noon,Early Morning,Monday,2
1701,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,895.0,No,Early Morning,Eve,Monday,2
1702,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Early Morning,Early Morning,Monday,2
1703,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Morning,Morning,Monday,2
1704,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Noon,Noon,Monday,2
1705,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Eve,Monday,2
1706,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,Yes,Night,Late Night,Monday,2
1707,Go First,New Delhi,Mumbai,1 Stop,5954.0,290.0,No,Early Morning,Noon,Monday,2
1708,Go First,New Delhi,Mumbai,1 Stop,5954.0,295.0,No,Noon,Night,Monday,2
1709,Go First,New Delhi,Mumbai,1 Stop,5954.0,300.0,No,Morning,Noon,Monday,2
1710,Go First,New Delhi,Mumbai,1 Stop,5954.0,355.0,No,Morning,Eve,Monday,2
1711,Go First,New Delhi,Mumbai,1 Stop,5954.0,385.0,No,Morning,Noon,Monday,2
1712,Go First,New Delhi,Mumbai,1 Stop,5954.0,405.0,No,Early Morning,Noon,Monday,2
1713,Go First,New Delhi,Mumbai,1 Stop,5954.0,405.0,No,Morning,Eve,Monday,2
1714,Go First,New Delhi,Mumbai,1 Stop,5954.0,415.0,No,Morning,Eve,Monday,2
1715,Go First,New Delhi,Mumbai,1 Stop,5954.0,450.0,No,Early Morning,Noon,Monday,2
1716,Go First,New Delhi,Mumbai,1 Stop,5954.0,545.0,No,Morning,Eve,Monday,2
1717,Vistara,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Early Morning,Early Morning,Monday,2
1718,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Eve,Monday,2
1719,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Night,Monday,2
1720,Air India,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Early Morning,Morning,Monday,2
1721,Vistara,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Morning,Monday,2
1722,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Noon,Monday,2
1723,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Noon,Monday,2
1724,Vistara,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Eve,Monday,2
1725,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Eve,Night,Monday,2
1726,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Monday,2
1727,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Monday,2
1728,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Monday,2
1729,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Monday,2
1730,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Monday,2
1731,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Monday,2
1732,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Noon,Monday,2
1733,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Monday,2
1734,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Eve,Night,Monday,2
1735,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Eve,Night,Monday,2
1736,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,Yes,Night,Late Night,Monday,2
1737,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Monday,2
1738,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Monday,2
1739,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Monday,2
1740,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Noon,Eve,Monday,2
1741,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Monday,2
1742,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Monday,2
1743,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Monday,2
1744,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Eve,Monday,2
1745,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Monday,2
1746,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Monday,2
1747,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,145.0,No,Eve,Eve,Monday,2
1748,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,215.0,No,Early Morning,Morning,Monday,2
1749,Air India,New Delhi,Mumbai,1 Stop,5955.0,215.0,No,Eve,Night,Monday,2
1750,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,315.0,No,Morning,Noon,Monday,2
1751,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,325.0,No,Noon,Eve,Monday,2
1752,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,540.0,No,Morning,Eve,Monday,2
1753,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,1135.0,Yes,Eve,Noon,Monday,2
1754,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,1330.0,Yes,Noon,Noon,Monday,2
1755,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,1510.0,Yes,Morning,Noon,Monday,2
1756,Air Asia,New Delhi,Mumbai,Non Stop,5956.0,140.0,No,Eve,Night,Monday,2
1757,SpiceJet,New Delhi,Mumbai,1 Stop,6585.0,1455.0,Yes,Noon,Noon,Monday,2
1758,IndiGo,New Delhi,Mumbai,1 Stop,7163.0,435.0,No,Morning,Eve,Monday,2
1759,IndiGo,New Delhi,Mumbai,1 Stop,7163.0,635.0,No,Early Morning,Eve,Monday,2
1760,Air India,New Delhi,Mumbai,1 Stop,7215.0,190.0,No,Noon,Eve,Monday,2
1761,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,455.0,No,Morning,Eve,Tuesday,3
1762,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,500.0,No,Morning,Eve,Tuesday,3
1763,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,515.0,No,Early Morning,Noon,Tuesday,3
1764,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,895.0,No,Early Morning,Eve,Tuesday,3
1765,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,1015.0,Yes,Night,Noon,Tuesday,3
1766,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Early Morning,Early Morning,Tuesday,3
1767,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Morning,Morning,Tuesday,3
1768,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Noon,Noon,Tuesday,3
1769,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Eve,Tuesday,3
1770,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,Yes,Night,Late Night,Tuesday,3
1771,Go First,New Delhi,Mumbai,1 Stop,5954.0,290.0,No,Early Morning,Noon,Tuesday,3
1772,Go First,New Delhi,Mumbai,1 Stop,5954.0,300.0,No,Morning,Noon,Tuesday,3
1773,Go First,New Delhi,Mumbai,1 Stop,5954.0,355.0,No,Morning,Eve,Tuesday,3
1774,Go First,New Delhi,Mumbai,1 Stop,5954.0,385.0,No,Morning,Noon,Tuesday,3
1775,Go First,New Delhi,Mumbai,1 Stop,5954.0,405.0,No,Morning,Eve,Tuesday,3
1776,Go First,New Delhi,Mumbai,1 Stop,5954.0,410.0,No,Morning,Eve,Tuesday,3
1777,Go First,New Delhi,Mumbai,1 Stop,5954.0,415.0,No,Morning,Eve,Tuesday,3
1778,Go First,New Delhi,Mumbai,1 Stop,5954.0,450.0,No,Early Morning,Noon,Tuesday,3
1779,Go First,New Delhi,Mumbai,1 Stop,5954.0,545.0,No,Morning,Eve,Tuesday,3
1780,Go First,New Delhi,Mumbai,1 Stop,5954.0,560.0,No,Early Morning,Eve,Tuesday,3
1781,Go First,New Delhi,Mumbai,1 Stop,5954.0,615.0,No,Early Morning,Eve,Tuesday,3
1782,Vistara,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Early Morning,Early Morning,Tuesday,3
1783,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Night,Tuesday,3
1784,Air India,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Early Morning,Morning,Tuesday,3
1785,Vistara,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Morning,Tuesday,3
1786,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Noon,Tuesday,3
1787,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Noon,Tuesday,3
1788,Vistara,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Eve,Tuesday,3
1789,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Eve,Night,Tuesday,3
1790,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Tuesday,3
1791,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Tuesday,3
1792,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Tuesday,3
1793,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Tuesday,3
1794,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Tuesday,3
1795,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Tuesday,3
1796,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Noon,Tuesday,3
1797,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Tuesday,3
1798,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Eve,Night,Tuesday,3
1799,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Eve,Night,Tuesday,3
1800,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,Yes,Night,Late Night,Tuesday,3
1801,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Tuesday,3
1802,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Tuesday,3
1803,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Tuesday,3
1804,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Noon,Eve,Tuesday,3
1805,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Tuesday,3
1806,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Tuesday,3
1807,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Tuesday,3
1808,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Eve,Tuesday,3
1809,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Tuesday,3
1810,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Tuesday,3
1811,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,145.0,No,Eve,Eve,Tuesday,3
1812,Air India,New Delhi,Mumbai,1 Stop,5955.0,215.0,No,Eve,Night,Tuesday,3
1813,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,315.0,No,Morning,Noon,Tuesday,3
1814,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,520.0,No,Early Morning,Noon,Tuesday,3
1815,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,540.0,No,Morning,Eve,Tuesday,3
1816,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,605.0,No,Early Morning,Noon,Tuesday,3
1817,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,985.0,Yes,Eve,Morning,Tuesday,3
1818,Air Asia,New Delhi,Mumbai,Non Stop,5956.0,140.0,No,Eve,Night,Tuesday,3
1819,SpiceJet,New Delhi,Mumbai,Non Stop,6060.0,120.0,No,Eve,Eve,Tuesday,3
1820,Air India,New Delhi,Mumbai,1 Stop,6375.0,190.0,No,Noon,Eve,Tuesday,3
1821,SpiceJet,New Delhi,Mumbai,1 Stop,6901.0,1360.0,Yes,Morning,Morning,Tuesday,3
1822,IndiGo,New Delhi,Mumbai,1 Stop,7163.0,435.0,No,Morning,Eve,Tuesday,3
1823,IndiGo,New Delhi,Mumbai,1 Stop,7163.0,635.0,No,Early Morning,Eve,Tuesday,3
1824,Air India,New Delhi,Mumbai,1 Stop,7468.0,235.0,No,Early Morning,Morning,Tuesday,3
1825,Air India,New Delhi,Mumbai,1 Stop,7468.0,820.0,Yes,Eve,Morning,Tuesday,3
1826,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Morning,Noon,Thursday,5
1827,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,500.0,No,Morning,Eve,Thursday,5
1828,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,515.0,No,Early Morning,Noon,Thursday,5
1829,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,845.0,Yes,Noon,Early Morning,Thursday,5
1830,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,1015.0,Yes,Night,Noon,Thursday,5
1831,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Early Morning,Early Morning,Thursday,5
1832,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Noon,Noon,Thursday,5
1833,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Eve,Thursday,5
1834,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Night,Thursday,5
1835,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Night,Night,Thursday,5
1836,Go First,New Delhi,Mumbai,Non Stop,5954.0,135.0,Yes,Night,Late Night,Thursday,5
1837,Go First,New Delhi,Mumbai,1 Stop,5954.0,280.0,No,Eve,Night,Thursday,5
1838,Go First,New Delhi,Mumbai,1 Stop,5954.0,335.0,No,Noon,Night,Thursday,5
1839,Go First,New Delhi,Mumbai,1 Stop,5954.0,350.0,No,Noon,Eve,Thursday,5
1840,Go First,New Delhi,Mumbai,1 Stop,5954.0,355.0,No,Morning,Eve,Thursday,5
1841,Go First,New Delhi,Mumbai,1 Stop,5954.0,385.0,No,Morning,Noon,Thursday,5
1842,Go First,New Delhi,Mumbai,1 Stop,5954.0,405.0,No,Morning,Eve,Thursday,5
1843,Go First,New Delhi,Mumbai,1 Stop,5954.0,435.0,No,Noon,Night,Thursday,5
1844,Vistara,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Early Morning,Early Morning,Thursday,5
1845,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Eve,Thursday,5
1846,Air India,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Early Morning,Morning,Thursday,5
1847,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Noon,Thursday,5
1848,Vistara,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Eve,Thursday,5
1849,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Eve,Night,Thursday,5
1850,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Thursday,5
1851,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Thursday,5
1852,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Thursday,5
1853,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Thursday,5
1854,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Thursday,5
1855,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Thursday,5
1856,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Thursday,5
1857,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Noon,Thursday,5
1858,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Thursday,5
1859,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Eve,Night,Thursday,5
1860,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Night,Night,Thursday,5
1861,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Thursday,5
1862,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Thursday,5
1863,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Thursday,5
1864,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Noon,Eve,Thursday,5
1865,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Thursday,5
1866,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Thursday,5
1867,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Night,Night,Thursday,5
1868,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Thursday,5
